source,target,frequency
{'Common Man Podcaster'},{'Kountry Waldmignon '},1
{'rita'},{'Cheryl Drake '},1
{'Naveen R'},"{'Kat ', ' Dr Deanna Troi', 'Sweetest Sands ustice or ohnny epp '}",3
{'Eccentrik Hat'},"{' Katie Waldman Depphead', 'Lakota Di', 'Depp Movie Night'}",3
{'itsmebrendan'},"{'margo ', ' '}",2
{'rj revenge slut'},{'Elisa Day'},1
{'BK '},{'Katie I Stand With Johnny Depp '},1
{'Cr quet '},"{'Lucy ', 'Kelly Smahlt'}",2
{'Oyindamola Afrixx'},{'Julie JusticeForJohnnyDepp '},1
{'Jay Hayer'},{'Mellie '},1
{' '},{'Bazarette74'},1
{'Jeremaya2'},{'Lara Depp'},1
{'Vane Fx'},{' classicpaws '},1
{'lucas'},"{'Dreamer ', 'inchhighpi'}",2
{'Lisa Gandini'},{'Teri Carson '},1
{'minaboo'},{'Louise Hatfield'},1
{' A'},{'Andreea DeppHead of Romania Cacoveanu'},1
{'justice for johnny depp'},"{'ForDaMik JohnnyDeppIsInnocent Justice', 'Violetta', ' ', 'Raiani Freitas', 'miaa', 'Dr Jayne B Waldmingon PHD '}",6
{'Taylor Webb'},{'ForDaMik JohnnyDeppIsInnocent Justice'},1
{'LadySmurfette'},{'Black Dahlia'},1
{' '},{'Mellie '},1
{'Vaielena'},{' '},1
{'Fernando Moreno'},"{'Aviana2015', 'MadMaria Wald mignon', 'Violetta'}",3
{'Rebecca'},"{' is off ', 'jackie findlay'}",2
{'Crystal Spears'},"{'Kris ', 'Tilda B '}",2
{'Alan'},{'Azzie'},1
{'HappyHippyResister'},{'Jamile Araujo Martinski'},1
{' '},"{'Kris ', 'Raiani Freitas'}",2
{' '},{'seedoftruth '},1
{'Truth Seeker Time Traveler'},"{' TeaMoriarty ', 'Kris ', 'Raiani Freitas', 'Kelly Smahlt'}",4
{' '},"{' ', 'Nana La', 'Kountry Waldmignon '}",3
{'PAPIII'},{'Depp Movie Night'},1
{'rosie '},{'TheMadRatter Gwennafran '},1
{'Tammy Bloome'},"{'Cheryl ', 'The Twisted Samurai', 'p60p45', 'BeCurious', 'Berenice', 'bairdbeth64'}",6
{'Armita'},{'Kris '},1
{'DECISIVE asf'},"{'Aviana2015', 'Nicole Marie', 'YouGottaBeKiddingMe2121', 'honey volk', 'powpowpunch', 'Kerri McCoy', ' ', 'lenni Wald Mignon', 'Kountry Waldmignon ', 'John Waldman ', 'HoneyHani', 'Constanza Bonapart'}",12
{'Ribal T A'},{'TheMadRatter Gwennafran '},1
{'Valeria '},"{'ForDaMik JohnnyDeppIsInnocent Justice', 'Aishacat ', 'M nik M', 'p60p45', 'Berenice'}",5
{'cristina'},{'PatriotMan'},1
{'ALPHA'},{'SweetChastity'},1
{'BRUCE WAYNE'},"{'Kris ', 'The Twisted Samurai', 'lisa Jovi', 'Dr Jayne B Waldmingon PHD ', 'TheMadRatter Gwennafran ', 'Anna Timeline Warrior', 'Pussygalore'}",7
{'All yours Babooshka ya ya'},{'Teri Carson '},1
{'MoreFilms04'},{'Mea parvitas KeepJohnnyDeppAfloat'},1
{'againstdomesticviolence'},{'Mea parvitas KeepJohnnyDeppAfloat'},1
{'Mars '},{'Liono Grinch'},1
{'Fredo'},{'Dr Jayne B Waldmingon PHD '},1
{'Worldie Social Media for Good'},{'Raiani Freitas'},1
{'dad stealer'},{'Lara Depp'},1
{'Lucas'},{'TheLightofTheLibrary JusticeForJohnnyDepp'},1
{'Ma x c'},{'Kountry Waldmignon '},1
{'Hanna'},"{'M nik M', 'Berenice'}",2
{'Depp Magic '},"{'Cheryl Drake ', 'TheMadRatter Gwennafran '}",2
{' Sgt Kirby Whole'},"{'YouGottaBeKiddingMe2121', 'Dr Jayne B Waldmingon PHD ', 'TheMadRatter Gwennafran ', 'Camilo supremacy ', 'Cheryl Drake '}",5
{'Anissa Collector of Chaos'},{'Cheryl Drake '},1
{'kardelen naz'},{'Kountry Waldmignon '},1
{' '},{'Cheryl Drake '},1
{'The Marvel Sheriff'},"{'Mellie ', 'TheMadRatter Gwennafran ', 'Dee'}",3
{'gabii '},{' is off '},1
{'Trinity Texas Furry Fiesta'},{'Lara Depp'},1
{'Radyo '},"{'Kerri McCoy', 'Lakota Di', 'Dr Jayne B Waldmingon PHD ', 'Tongo Bozzie '}",4
{'Timothy Church'},"{'Jamile Araujo Martinski', 'Cheryl Drake ', 'TheMadRatter Gwennafran '}",3
{'Scarlett Archuleta'},{'Cheryl Drake '},1
{'Sarah'},{'MummyMorag'},1
{'RoxyPily'},{'Cheryl Drake '},1
{'Carlos'},{'carla '},1
{'Mari'},{'RoyaltiD DeppWarriors'},1
{'William RUTO 4 PRESIDENT 2022'},"{'lisa Jovi', 'Cheryl Drake '}",2
{'Selphares'},"{'Georgie Macbeth', 'powpowpunch', 'Mellie ', 'You know it makes sense ', 'Underblank ', ' ', 'Lisa Salustri', 'Mea parvitas KeepJohnnyDeppAfloat', 'Elle Rose ', 'Misu Mignonne ', 'Blue Gansey is kind of on a break'}",11
{'bibi hadid'},"{'Lisa Salustri', 'Aishacat '}",2
{'Zhuldyz'},"{'Pussygalore', 'aria two'}",2
{'Telma'},{'SimonBarreBrisebois'},1
{' '},"{'shaafs', 'Super Tecmo Chaunlisimo '}",2
{'Choi Mu Jin Fan Account'},{'Stepney'},1
{' '},{'Victoria Breakwell Wald Mignon '},1
{'Irish Depp Fans JusticeForJohnnyDepp'},{'Tongo Bozzie '},1
{'The Nintendude s'},{'Luxdarlz'},1
{'its lexi without an e'},{'TheMadRatter Gwennafran '},1
{'Ozorian Trainer'},{'Libby JusticeForJohnnyDepp'},1
{'Just Jay'},{'sunicamarkovic'},1
{'Julielen Fonseca'},{'Libby JusticeForJohnnyDepp'},1
{'Isabelle'},{'Dr Jayne B Waldmingon PHD '},1
{'Levi'},{'Crista Lea'},1
{'earth angel '},{'Tepa M T'},1
{'Buy Yourself Some Money'},{'SweetChastity'},1
{'ReBeLLiOuS '},{'Marcel Arcaya'},1
{'WestCoastMeshFighter WCMF'},{'Victoria Breakwell Wald Mignon '},1
{'Tuck Frump'},"{'Samaa Marji', 'The Twisted Samurai', ' ', 'MadMaria Wald mignon', 'Libby JusticeForJohnnyDepp', 'Tongo Bozzie '}",6
{'DP '},{'Tongo Bozzie '},1
{'Zara Zohl'},"{' Om Dr mm ', 'blackrainbowsxo', 'Calamity', 'Princess Consuela Bananahammock'}",4
{' R a V e N '},{'Aylin'},1
{' ally '},"{'Debra Kolb', 'Mar a Laura Cristina'}",2
{'shaw '},{'Aamina'},1
{'life is a b tch'},"{'Martina Snape ', 'Guilherme Leirosa', 'Spirit of Dani ', 'Andrea Deledda'}",4
{'jd hide'},"{'TheMadRatter Gwennafran ', 'Kountry Waldmignon '}",2
{'Jack '},{'Chacun fait c qui lui pla t '},1
{'Louise Hatfield'},{' SEC On A Break'},1
{'Cindai33'},"{'', 'Kountry Waldmignon '}",2
{'Ghee Buttersnaps'},{'Aylin'},1
{'gravy mask'},{'Samaa Marji'},1
{'Don t Stop Me Now '},{'p60p45'},1
{'Justin '},{' Kerryanne E Wald Mignon '},1
{'res ipsa loquitur savvy '},"{'Metehan ', 'k bxo '}",2
{' '},{'Misu Mignonne '},1
{' spideykoo enjoyer'},{'clara baby '},1
{' Cysia they he she '},{'Raiani Freitas'},1
{'lana del rey s bitch '},"{'Bee ', 'Patcar'}",2
{'S'},"{'Anastasia', 'Samaa Marji', 'Equality for All', 'Rebecca fisher'}",4
{'Anna Michaloudi'},"{'Juanma', 'N Antonio '}",2
{'Javierep DUNE'},{'Mellie '},1
{'Joez low'},{'Fucking Supreme '},1
{'ShogureIsTiredOfSchool'},{'TheMadRatter Gwennafran '},1
{'Chlo '},{'Samaa Marji'},1
{'Isa'},"{'Anastasia', ' ', 'deanna pronounced DEENA', 'Violetta'}",4
{'Ernesto Hernandez'},"{'Sally Star', 'Nor33 ', 'Nova Wald Mignon'}",3
{'carol'},{'pb def '},1
{'Claudia Viveros'},{'The Twisted Samurai'},1
{'TroubledS A F'},{'Lara Depp'},1
{'Sophie Laura day '},{'Libby JusticeForJohnnyDepp'},1
{'Selenasheartbeat ELMIR '},"{'ForDaMik JohnnyDeppIsInnocent Justice', 'Kelly Smahlt'}",2
{'Nolan Massey'},{' '},1
{'TristaJordanFilmTelevisionAuthor'},"{'Horae of Peace', 'BeCurious'}",2
{'Ace Sedai Cobra Kai Era'},"{'Kris ', 'Libby JusticeForJohnnyDepp'}",2
{'Max'},{'jackie findlay'},1
{'blahbydodaday'},{'Lady Stardust '},1
{'Daily'},{' is off '},1
{'Kevin'},{'DECISIVE asf'},1
{'Melanie'},"{'ForDaMik JohnnyDeppIsInnocent Justice', 'tralala', 'Isuckatbeingagirl ', 'Del a ', 'Piggy of the Magic land ', 'hayley frances', 'Papaya', 'LillyJane916', 'Pam K ', 'Candi', 'YouGottaBeKiddingMe2121', 'Dee ', 'Lay', 'Ella Stelle', ' negin ', 'Luke', 'abbieee', 'Kerry saw NWH', 'Jujubeans', 'danijela', 'FlowerBOT', 'Fleeee', 'Millie ', 'BeCurious', ' MaxQ ', 'Marussia00157 ', 'Jack', 'Jade', 'Blue Rose', ' J Depp is innocent', 'blackrainbowsxo', ' Melisa Williams ', 'Lagertha', 'sharon de noel gallagher', ' ', 'Vicky ', 'The Phantom of the Opera', 'Samantha Lane Maddox ', 'True Krdnchki', 'bulletproof warriors', 'Ang Xim', 'epiphany'}",42
{'Reece Knowles'},{'Christ has come believe get rid'},1
{'Gaslighting Gilligan'},"{'ForDaMik JohnnyDeppIsInnocent Justice', ' BernieBee Mignon Russian Bot', 'Ender Buckley'}",3
{'Agent Sweet Liquor '},"{'Sandra Deanne', 'sadie ', 'D a n i e l l e ', 'Itza Takahashi', 'James Paul Warren', 'Dan Low', 'ANGEL', 'Carly ', 'whiskymonk', 'HappyHippyResister', 'Mo', 'YouGottaBeKiddingMe2121', 'Matches Malone', 'Ms Christine ', ' negin ', 'waytoopolitical', 'Scroll Comment Mute Repeat', 'ANCHORMAN stan ', ' Tyler Williams ', 'Sarah', 'Jackie Holmes', 'Akbar Henderson', 'Alexia Hudson Ward', 'Terrell Sanzone RESISTER Bully Hater NY Born', 'dreaming of you', 'Bostonian', 'Sare s Page MakeSchoolsSafe', 'Rabbit Of House Atreides', 'Opal Bay Crossing ', 'Kelly', 'Jojo ', 'ALD', 'space chikun', 'Em is fully vaccinated ', ' ', 'josh', 'Justin', 'm Jacobsen', 'L T', 'whippedpancakes', 'VladC', '2021', 'Tammie'}",43
{'Meghan Sim'},{'The Twisted Samurai'},1
{' Daisy '},"{'YouGottaBeKiddingMe2121', 'Truth at all Costs ', 'Pivitos', 'Bean', 'Keeley Young ', 'Spirit of Dani '}",6
{'Mickey Suvira'},"{'brittney of oldstones', 'dreaming of you', 'amanda wynn', 'Kountry Waldmignon ', 'Pussygalore', 'Florena ', 'Susan', 'Lady Stardust '}",8
{'Jewel Eldora'},{'Dr Jayne B Waldmingon PHD '},1
{'I s a b e l l a'},"{'Florena ', 'bekindandfullyvaccinated', 'Fe Nunes'}",3
{'Fabricio'},{'Aliza Pronounced Aleeza '},1
{'Sam '},"{' Martpunchispunchis', 'sharon', 'magnolia venenosa', ' ', 'Frances1985 ', 'Rachel', 'Kountry Waldmignon ', 'love ', 'tralala', 'Andrea Deledda'}",10
{'Martina Vaira'},"{'I m a Dolphin', 'Kris ', 'Fluffy Bunny Feet', 'Sally Star', 'Kiki Loves Elephants ', ' Thistle ', ' ', 'Martina Snape ', 'Bean', 'Niki ', 'ML4a', 'AngelaluvDisney', 'epiphany', 'Lady Stardust '}",14
{'Sandy ia'},{'love '},1
{'Alex Wragge Neoliberal Globalista '},{'Sum Gal '},1
{'Laura '},"{'ForDaMik JohnnyDeppIsInnocent Justice', 'inchhighpi', 'kate', 'Bean', 'Kountry Waldmignon ', 'Gally ', 'TheRealLauraB '}",7
{'erin'},{'Mellie '},1
{'Kelly'},{'Raiani Freitas'},1
{'Professor Chaos56 JusticeForJohnnyDepp'},"{'senator dani wald mignon ', 'Hellennehellenne ', 'Mellow', ' is off ', 'La', 'Candi', 'Amy D', 'trayray nightmare', 'Horae of Peace', 'Andrea Deledda', 'Blue Gansey is kind of on a break', 'Sam Cooke ', 'Andreea DeppHead of Romania Cacoveanu', 'Valeria ', 'TealiciousSnark', 'Frostea ', ' Melisa Williams ', 'Carola', 'N', 'haley ', 'Aurora FFP2', 'rds AlJacob', 'frank drebin'}",23
{'Ros'},"{'Aviana2015', 'SummerB', 'Ra l S JusticeForJohnnyDepp', 'Christine Mignon ', 'WolfRider', 'Paula ', 'Alejandra ', 'blahbydodaday', 'Papaya', 'Horae of Peace', 'Darya', 'Joanna', 'Clive Bixby', 'Kountry Waldmignon ', 'am thatdepphead', 'Anna', 'epiphany', 'Erika with a K'}",18
{'C L Taylorson'},{'Sally Star'},1
{'Monsieur B'},{'bertboz'},1
{'Raven Stein Miller'},"{'Gally ', 'Quincy', 'Kelly Smahlt'}",3
{'GN'},"{' is off ', 'Lara Depp'}",2
{'CAudsandHims'},"{'Horae of Peace', 'Kerri McCoy'}",2
{' TheOnePhun211 Comms OPEN '},{'Opal Bay Crossing '},1
{'Bom Bolland'},"{'Sandra Deanne', 'Raiani Freitas', 'Jo', 'Princess Consuela Bananahammock', 'moch', 'Sambo', 'Bellhelly', 'Ra l S JusticeForJohnnyDepp', 'Quincy', 'YouGottaBeKiddingMe2121', ' Annalee Perez ', 'Frances1985 ', 'Tia', 'Edward Alvarez', 'Blue Gansey is kind of on a break', 'Doug In London ', 'jl', 'danijela', 'magnolia venenosa', 'Aishacat ', 'powpowpunch', 'Black Bell', 'Gally ', 'Kate justice for all ', 'Vanessa Lares', ' ', 'Broken Flashbacks and Whiskey', 'Van', 'Iesu Mawr ', ' JusticeForJohnnyDepp', 'True Krdnchki', 'Eloisa', 'Niki '}",33
{'Avatar Briana'},{'Rachel'},1
{'Emu'},"{'Victoria Breakwell Wald Mignon ', 'YouGottaBeKiddingMe2121'}",2
{'little mirrorball'},{'senator dani wald mignon '},1
{'TheBiggestBoy'},"{'Zuckerwaffe ', 'I s a b e l l a', 'Wi no na da tattoo do fracassado do Diep', 'Palps', 'Niki ', 'Miss4Tune', 'JessaLou', 'Milla Topolini ', 'Lady Stardust '}",9
{' '},"{'Joanna Woodley', 'Ewinters Wald Mignon', 'Sally Star', 'Kountry Waldmignon '}",4
{'El Duderino '},"{'Ewinters Wald Mignon', 'JohnnyDeppDeservesBetter'}",2
{'gigi s madeline'},"{'Andrea Andy ', 'Stepney', 'Hawke JusticeForJohnnyDepp', '', 'Swampy Boi', 'Sandra Deanne', 'Eiji JPCH', 'Kelly Smahlt', 'Dani', 'Martina Snape ', 'TheMadRatter Gwennafran ', 'FB The Secrets of Jessica', 'snazzywinx', 'SageUnicorn', 'lex ', 'Adorkable Ally', ' Mindy King ', 'Ra l S JusticeForJohnnyDepp', 'Dee ', 'Quincy', 'Cookie depp', 'Alex Kohnstamm', ' M LYGOOMB ', 'jackie findlay', 'Nicola Thompson', 'Austin Olson', 'Poppins', 'Carrie Norris', 'Sarah', 'Libby JusticeForJohnnyDepp', 'Gonja', 'Blue Gansey is kind of on a break', 'Colonel Kurtz', 'Susan', 'Dale Cleary ', 'honey volk', 'Schwalbaa ', 'powpowpunch', 'Johnny Supporter 1043', 'Hermeline ', 'Chacun fait c qui lui pla t ', 'Tinita', 'Kountry Waldmignon ', 'Hannah Chutzpah ', 'Nadine ', 'LL', 'Farra Lomasney', 'Andy', 'Stacey Skirving ', 'Steven Capobianco Moonlight Blade 11k 46 000 ', 'Vanessa Lares', 'YoNoHe Sido', ' ', 'Carol', 'Tom ResistPresident Biden Harris ', 'MJJJusticeProject 1Billion4MJ', ' JusticeForJohnnyDepp', 'THINA OG KPOP STAN ', 'SweetChastity', 'Evidence Matters', 'ChippedCup', 'Tammie'}",62
{'THEE Goku Black HereComesTheBOOM'},"{'Rachael', 'Alice', 'Engeltje', 'moch', 'Kilpikonnanyst v ', 'G A B R I E L A ', 'TheRealLauraB ', 'Viv ', 'danijela', 'Living dead gurl', 'John Smith', 'Mayerk', 'Joanna Woodley', 'Vintage Sanwin', 'Prussian Blue', 'Fe Nunes', 'Woman ', 'Zach Prutsman', ' ', ' Thistle ', 'MB', 'laura ', 'Ang Xim', 'EleanaBelle', 'loryKapp'}",25
{'Mwende Kimeu'},{'John Smith'},1
{'That dumb b tch'},{'tracey powell'},1
{'Le Kit ses geekeries '},"{'Aliza Pronounced Aleeza ', 'TheMadRatter Gwennafran '}",2
{'sage'},{'Aishacat '},1
{'Natural Noona '},"{' ', 'La', 'Andreea DeppHead of Romania Cacoveanu', 'Andrea Deledda'}",4
{'Tempest'},"{' ', 'TheRealLauraB ', 'Princess Consuela Bananahammock'}",3
{'Kr'},"{'Lara Depp', ' '}",2
{'Tris'},{'Tilda B '},1
{'Ms Lady'},"{'feminist2020', 'katt', 'Colonel Kurtz', 'Aubiegail'}",4
{' l xiao my beloved'},{'Caitlin'},1
{'Charles Moss Holiday Commissions are open '},{'Nor33 '},1
{'AZian Channo'},"{'Ace Riley ', 'Emily Renon', 'Martina Vaira'}",3
{' archived '},"{'YouGottaBeKiddingMe2121', 'epiphany', 'KathyKat'}",3
{'Dyana Ramos'},"{'nella', 'Abi ', 'Sandra Deanne', 'Krystal', 'earth angel ', 'lea', 'Lee KingKill Productions', 'bling pipe ', ' JFJD', 'Kim', 'Masiz shams', 'Linda O Bot ', 'Cookie depp', 'Madi', 'Johnny s Angel ', 'Ravyvn Lily Fire', 'Delia', 'Rahaki 2', 'A', 'Clarissa', 'Navy Blue VicStan Sophie Rose ', 'Anna', 'Leslie Audrey', 'Robin Wald Mignon I support THE TRUTH ', 'Susan', 'Belinda ', 'Michelle T', 'Frankie 14 TeamYeet ', 'carley', 'Mohamed Mazhar', 'RoyaltiD DeppWarriors', 'n o u r ', 'Tammy Bloome', 'Nym', 'A Simple Redhead', 'Fluffy Bunny Feet', ' ', 'You know it makes sense ', 'Alejandra ', 'Gina', 'Maisy nwh era'}",41
{'Marcel Arcaya'},{'Sandra Deanne'},1
{'Jamie'},{' Katie Waldman Depphead'},1
{'hazelDEEZnuts'},{'naneliz'},1
{'Gunner Dobbins'},"{'Ra l S JusticeForJohnnyDepp', 'Sweetest Sands ustice or ohnny epp ', 'Emmalou', ' ', 'Sara ', 'Kinsey Crosby', 'I s a b e l l a', 'Cheryl Armistead ', 'bekindandfullyvaccinated', 'Blue Rose', 'Libby JusticeForJohnnyDepp', 'love '}",12
{'Fe Nunes'},{'senator dani wald mignon '},1
{'Kimini Kricket'},{'Bazarette74'},1
{'sam BER ETERNITY'},"{' JusticeForJohnnyDepp', 'Kris ', 'Jeon Ji hye'}",3
{'Kawaii Deathcore Weeb'},{'Sandra Deanne'},1
{'javi '},{'TheLadyAutist'},1
{'mungkin depi'},"{'Mellie ', 'Sally Star', ' ', 'love ', 'Kilpikonnanyst v '}",5
{'Alex Oliveira'},{' Om Dr mm '},1
{'nickCicc2 IMO world betterment soldier'},"{'Ellen Speybrouck', 'Jelly Bean ', 'RideOrDis', 'Breathtaking', 'YOITSMORBIUSINPAIN', 'Sarah Louise', 'Jay The Hawkmaestro', 'Matt', 'Frances1985 ', 'Jerrie Depp', 'Lonely Abandoned Beagle', 'Tom', 'Luke', 'Dee', 'Victoria Reilly', 'Mrs John Christopher Depp II', 'love ', 'Hadeed Butt', 'Susan', 'S ', 'donotfallintothetrap', 'Dean Dent', 'Patrick Nestor III', 'KimmhyDepp ', 'Redox', 'j oa ny ', 'Jack', 'Frostea ', 'AngelaluvDisney', ' Alicia Jewell ', 'Kerri McCoy', ' ', 'Fluffy Bunny Feet', 'Van', 'L T', 'David Nkela', 'Elisa Day', 'Teri Carson ', 'epiphany'}",39
{' is off '},"{'danijela', 'Alejandra ', 'Pussygalore', 'TheRealLauraB ', 'Kilpikonnanyst v '}",5
{'jazlyn'},{'Marko Survived 2020 '},1
{'Shawz'},{'Lara Depp'},1
{'Savvy Seri '},{'Teri Carson '},1
{'black aurora'},"{'Ewinters Wald Mignon', 'Princess Consuela Bananahammock'}",2
{'Matt A Tat'},{'Jack Ass'},1
{'rogster'},{'Dawnie'},1
{'Luisa'},"{'leah bennett', 'Life s a bitch Now so am I ', 'Ra l S JusticeForJohnnyDepp'}",3
{'the AMAZING lana'},{' Martpunchispunchis'},1
{'Nathanael Reyes'},{'ForDaMik JohnnyDeppIsInnocent Justice'},1
{'CY98 IStandWithVic Endgame 8x'},"{'Feldhofer 1 ', ' Mindy King '}",2
{'Robin'},{'Tongo Bozzie '},1
{' GingerFish'},{'Paula '},1
{' feanor '},{'pirate justiceforjohnnydepp'},1
{'mikael'},{'Tongo Bozzie '},1
{'Dizz HereForBritney'},"{'Ryan Rodgers', 'tom ', 'Elisa Day', 'UniqueCheema', 'love '}",5
{'kt'},"{'Kamala McDaid', 'Ra l S JusticeForJohnnyDepp', 'Emmalou', 'Peanut JusticeForJohnnyDepp ', 'Fe Nunes', 'S '}",6
{'Kieran Bales'},"{'Mellie ', ' MaxQ ', 'TheMadRatter Gwennafran ', 'Elisa Day', 'Camilo supremacy ', 'Tongo Bozzie '}",6
{'Evan Oliver'},{'Evidence Matters'},1
{'Hollye Rorabaugh'},{' Kerryanne E Wald Mignon '},1
{'Ryan Rodgers'},"{'Emily H', 'maddenone', ' ', 'You know it makes sense ', 'jackie findlay', 'Ronni has JOMO', 'SimonBarreBrisebois', 'UniqueCheema', 'Tongo Bozzie ', 'Spirit of Dani ', 'Nym'}",11
{'Humano despu s de todo'},"{'inchhighpi', 'Kamala McDaid', 'Aurora FFP2'}",3
{'Maria Haselhoff'},{'Cherie'},1
{' '},"{' ', 'Viv ', 'Kei '}",3
{'Sophie'},{'Ghost'},1
{'NicoleCuturia'},"{' ', 'Luke'}",2
{'Tuseef Ashraf'},{'Nor33 '},1
{'whoisjayno'},{'Martina Snape '},1
{' PlummetingFromTheSummit'},"{'Cheryl ', ' MaxQ ', 'Andreea DeppHead of Romania Cacoveanu', 'Kountry Waldmignon '}",4
{'Lucia Nava'},"{'Dale Cleary ', 'Gohst', 'JBug', 'wisting', 'Paula ', 'jeremy king', ' ', 'I m Tony Snark Irony Man', 'Kelly Smahlt', 'Crypto Californian ', 'Patcar', ' mulb e n j i street ', 'Artemis RestoreTheSnyderVerse', 'Mrs John Christopher Depp II'}",14
{'tonycasts'},{'Genna4justice '},1
{'Ciang385'},{'Mellie '},1
{'R h '},{'Sally Star'},1
{'Joseph T'},{'Alikan'},1
{'bigbootyboi'},{'Elon and TSLA are frauds'},1
{'Squidward Squarepants '},{' is off '},1
{'mundinho Kate Bishop e Yelena Belova'},"{'Katya', ' MaxQ ', 'A Relative ', 'epiphany'}",4
{'Ender X'},{' is off '},1
{' Free Palestine '},"{'castro ', 'Sally Star', 'Julie JusticeForJohnnyDepp ', 'TheMadRatter Gwennafran ', 'meh', 'Jen ', ' Mindy King ', 'Dahlia', 'Go with the flow', 'Liz ', 'Florena ', 'love ', 'Lisa ', 'Susan', 'donotfallintothetrap', 'Berenice', 'Wendle Robo', 'magnolia venenosa', 'powpowpunch', 'Millie ', ' MaxQ ', 'Renan Christian', 'Anna Timeline Warrior', 'True Krdnchki', 'Nadine ', ' J Depp is innocent', 'Ewinters Wald Mignon', 'Karren Henderson', 'TheLadyAutist', 'Saraswathi Ilango', ' Alicia Jewell ', 'hollieward01', 'Fluffy Bunny Feet', 'Alejandra ', ' ', 'Pussygalore', 'Elisa Day', 'j ', 'malu lita '}",39
{'Victoria A Wilder'},{'Guilherme Leirosa'},1
{'very professional Rams going to SB '},{' is off '},1
{'Yellow Clause'},{'danijela'},1
{'Daddy Havoc NSFW'},{'Mellie '},1
{'HeyBoSs'},"{'Jordi 17', 'Mellie '}",2
{'TheVoiceofReason AKA Untermensch 2nd class Nigga'},"{'Jazz', 'Author Claudette Melanson BidenHarris vaccinated', 'Just Kat', 'Rebecca Loki June 9th ', 'Seventeen ', 'Mara Moran', 'I never shut up and saving Sandie s job my job now', 'Merle'}",8
{'em new art pinned'},{'Ewinters Wald Mignon'},1
{'yo '},{'VANESSA PARADIS ITA'},1
{' '},"{'Linda Lou ', 'Natasha Ahmed', 'Princess Consuela Bananahammock'}",3
{'Johnny s warrior'},"{'Liam', ' is off ', 'Princess Consuela Bananahammock', 'Serpens1984', 'Frances1985 ', 'Andrea Deledda', 'Florena ', 'Susan', 'donotfallintothetrap', 'Mea parvitas KeepJohnnyDeppAfloat', 'Caitlin', 'Dr Jayne B Waldmingon PHD ', 'JohnnyDeppDeservesBetter', 'Don t Support Abuser Like AmberHturd ImTess', 'T', 'Crystal smortrainey', 'Juniper Pearl', 'epiphany', 'Lisa Gandini'}",19
{'pule'},"{'love ', 'donotfallintothetrap'}",2
{'Gillis J'},{'BecNotTheBot '},1
{'gatekeeping marc spector'},"{'Candi', 'Florena ', 'tralala'}",3
{'D ibh The Unbanned'},"{'YouGottaBeKiddingMe2121', 'Darklyn justiceforjohnny ibelievehim'}",2
{'candyfluffle'},"{'Belinda ', 'Sweetest Sands ustice or ohnny epp ', 'Mellie ', ' ', 'Ewinters Wald Mignon', 'Juliette ', 'Andrea Deledda'}",7
{'Gorgon The Lost Symbiote'},{'Crystal smortrainey'},1
{'Karina'},{'Blue Gansey is kind of on a break'},1
{'Duchowi memu da a w pysk i posz a '},{'Crystal smortrainey'},1
{'Alondra'},"{'feminist2020', 'Feldhofer 1 ', 'Wrennie ', 'FlowerBOT'}",4
{'Dreamer '},"{'Sweetest Sands ustice or ohnny epp ', 'EllieV Not A Bot ', 'lenni Wald Mignon', 'Kountry Waldmignon ', 'Andrea Deledda'}",5
{'dragonborn of rivia'},"{'Azad ', ' Alicia Jewell ', 'Aishacat ', ' ', 'Aglaia Deetz', 'Ethan Kunar', 'Nicole', 'tori louise', 'Lauren ', 'Pippa Cordelia Vanlandingham', 'Renan Christian', 'Lucy Campbell'}",12
{'Pety Noguera YelenistaDeYelena'},{'KarenFH'},1
{'Vive Harris'},{'Blueberry'},1
{'Cal'},"{'Murmeltier ', 'Pussygalore', 'Fe Nunes'}",3
{'Caitlyn Matheney'},"{'love ', 'international playgirl'}",2
{'Nat'},{'Natasha Hoffmann'},1
{'RedHoodie'},{'Lilia Machado'},1
{'Ciara Byrd Countryball R ID '},"{'Keeley Young ', 'I m a Dolphin'}",2
{'Elicity'},{''},1
{'Sam'},{'Syed Kovacic'},1
{'Rebecca Cheshire'},"{'cris', 'Jennifer ', 'Kevin Conner', 'Rebecca Loki June 9th ', 'Dean Winchester', 'Paul B eski ', 'simon dale', 'Emreiyneth', 'Blue Gansey is kind of on a break', 'Susan', 'chelsey', 'Kelsey Heath', 'Sare s Page MakeSchoolsSafe', 'Tammy Bloome', 'Toni ', 'Fluffy Bunny Feet', 'MadMaria Wald mignon', 'sparky ', 'Scarlet Waldman', 'Elisa Day'}",20
{'Jenny Cardona '},"{'YouGottaBeKiddingMe2121', 'Jannor'}",2
{'Massachusetts 1 Pyoro Fanatic '},{'Mellie '},1
{' lise'},"{'Pudge', 'Be '}",2
{'Smurf camera '},{' '},1
{'Delilah '},{'Jamile Araujo Martinski'},1
{'Harry James Coulson'},{'inchhighpi'},1
{'Pamuu'},{'Mellie '},1
{'MaxPower'},{'donotfallintothetrap'},1
{'asia '},"{' ', 'brittney of oldstones', 'love '}",3
{'Cilli'},"{'Nor33 ', 'Catherine Rose', 'seedoftruth ', 'XU ', 'RoyaltiD DeppWarriors', 'Jen '}",6
{' '},{'jonathan'},1
{' '},{'Teri Carson '},1
{'D J '},{'Anna'},1
{'jane'},{'Mellie '},1
{'Fre Dylan s version Tortellini Era'},{'UniqueCheema'},1
